generation,N_shifts,logPrior,logLik,eventRate,acceptRate
569000,0,8.6854,-379.392,0.353721,0.286524
570000,0,8.33159,-378.805,0.561424,0.243
571000,0,8.87368,-379.656,0.0781001,0.22
572000,0,6.82552,-380.885,1.72361,0.2654
573000,0,9.48585,-377.793,0.0471194,0.278
574000,0,9.28612,-377.617,0.28294,0.307
575000,0,9.1647,-377.986,0.24716,0.26
576000,0,8.98198,-378.786,0.464413,0.3465
577000,1,15.8746,-374.775,2.71837,0.2668
578000,0,8.61867,-377.923,0.376592,0.323333
579000,0,8.89724,-378.069,0.216406,0.218
580000,0,8.43675,-378.049,0.70688,0.286
581000,0,9.1894,-377.618,0.115551,0.298
582000,0,8.20755,-377.866,0.463714,0.2366
583000,0,9.41759,-381.196,0.0236161,0.266
584000,0,9.01427,-380.989,0.447342,0.24
585000,0,8.69701,-378.028,0.450942,0.24
586000,0,8.39974,-377.97,0.395289,0.2305
587000,0,8.10763,-380.855,0.990376,0.319
588000,0,9.27721,-379.388,0.169616,0.275
589000,0,8.73344,-377.433,0.270582,0.260211
590000,0,9.44881,-377.976,0.140832,0.397
591000,0,9.16938,-379.427,0.0577038,0.27
592000,2,24.2124,-376.859,0.444322,0.36
593000,0,8.35349,-378.909,0.442909,0.381
594000,1,17.4662,-374.331,0.60323,0.279833
595000,0,9.33322,-377.88,0.222066,0.311
596000,0,8.97923,-378.631,0.116519,0.239667
597000,0,8.56829,-378.213,0.691231,0.253
598000,0,8.40124,-378.463,0.667418,0.267769
599000,0,9.0084,-377.506,0.266949,0.265
600000,0,9.03377,-378.911,0.479671,0.291444
601000,0,8.05178,-380.182,0.619761,0.27275
602000,0,8.08469,-379.964,0.523502,0.272
603000,0,7.90595,-377.662,0.780077,0.24
604000,0,7.52554,-377.66,1.14111,0.261
605000,0,9.11369,-378.213,0.0902415,0.265
606000,0,8.29756,-378.052,0.491285,0.29
607000,0,8.80663,-378.684,0.189621,0.244
608000,0,7.52562,-378.461,0.910688,0.297385
609000,0,8.01533,-377.819,0.791857,0.274889
610000,0,9.17996,-378.247,0.163423,0.263
611000,0,9.22478,-379.257,0.0693823,0.305
612000,0,9.29966,-377.528,0.185062,0.289
613000,0,8.29735,-378.539,0.29845,0.276833
614000,0,9.06747,-378.902,0.111225,0.27
615000,0,9.43471,-377.757,0.00343499,0.306
616000,0,8.4523,-379.294,0.693202,0.265667
617000,0,8.4295,-378.662,0.237215,0.2654
618000,0,8.35809,-377.949,0.365828,0.419
619000,0,8.64682,-377.765,0.0122476,0.233
620000,0,8.12586,-378.426,0.578742,0.253
621000,1,16.266,-376.935,0.330421,0.255
622000,1,13.8162,-375.214,2.66266,0.439
623000,0,8.94067,-377.489,0.128786,0.352
624000,1,17.5627,-374.304,0.608152,0.329375
625000,1,17.4117,-374.339,0.410148,0.276846
626000,1,15.8005,-376.022,0.644196,0.319273
627000,1,16.4191,-374.381,1.32793,0.387
628000,0,9.3867,-377.839,0.0339356,0.34525
629000,0,9.44724,-378.407,0.0956639,0.3125
630000,2,24.088,-374.867,1.65175,0.45
631000,0,9.04119,-377.828,0.533573,0.488
632000,0,9.00796,-378.385,0.52249,0.349
633000,1,12.3036,-375.688,2.8508,0.3177
634000,0,7.81,-379.145,0.264488,0.196
635000,0,7.32586,-379.71,0.553205,0.2835
636000,0,8.45347,-378.527,0.280603,0.222
637000,1,14.5319,-376.108,1.06974,0.300889
638000,1,6.89174,-376.239,2.45793,0.444
639000,1,8.87708,-374.009,1.07248,0.302714
640000,0,8.85932,-377.554,0.00807128,0.2605
641000,0,8.26943,-378.24,0.0855366,0.3066
642000,2,24.8832,-380.565,1.22917,0.27
643000,0,8.30543,-380.535,0.000265948,0.342
644000,0,8.29801,-378.157,0.314294,0.204
645000,2,24.0428,-378.922,1.05482,0.437
646000,0,8.98633,-377.862,0.313948,0.302625
647000,0,7.85488,-377.56,1.48558,0.247
648000,0,7.44516,-377.48,1.4768,0.278111
649000,0,8.1173,-378.897,0.246764,0.179
650000,0,8.57788,-378.32,0.910858,0.2852
651000,0,7.90801,-379.98,0.207497,0.235
652000,2,23.8736,-376.658,2.03099,0.4005
653000,0,8.74525,-377.794,0.10811,0.306
654000,0,8.88893,-377.606,0.209355,0.314333
655000,0,8.52421,-381.491,0.229334,0.228
656000,0,8.32294,-377.505,1.08356,0.248
657000,1,17.4589,-378.336,0.0839332,0.2856
658000,0,9.414,-378.267,0.0066212,0.297
659000,0,9.31443,-377.42,0.00536836,0.269
660000,0,9.42534,-377.993,0.0382316,0.347667
661000,0,8.62073,-377.734,0.902736,0.445
662000,1,18.2153,-379.943,0.281967,0.342333
663000,0,9.2268,-379.574,0.257338,0.3354
664000,0,9.17535,-377.54,0.281476,0.354
665000,0,9.29489,-378.283,0.0919266,0.411
666000,1,14.1106,-374.493,1.99799,0.271
667000,0,9.19994,-378.812,0.072967,0.3284
668000,0,8.71715,-378.034,0.364105,0.236
669000,0,9.23654,-378.024,0.0895966,0.2966
670000,0,9.07375,-377.414,0.169317,0.268
671000,1,13.5956,-379.755,2.24796,0.294
672000,0,8.86882,-378.294,0.0246702,0.245333
673000,0,8.05345,-378.946,0.689639,0.242
674000,0,9.31678,-379.254,0.119393,0.289
675000,0,7.97028,-378.265,1.52637,0.284
676000,1,16.1719,-380.36,2.59114,0.310533
677000,0,9.31191,-377.528,0.122108,0.287333
678000,0,9.43425,-377.78,0.0620252,0.277
679000,0,9.24244,-377.661,0.237103,0.29975
680000,0,9.14599,-378.875,0.480102,0.291
681000,0,9.28853,-379.171,0.0484836,0.287
682000,0,8.94961,-379.16,0.642753,0.293333
683000,0,9.1738,-377.617,0.360119,0.3345
684000,0,7.47204,-378.13,0.81509,0.299375
685000,0,9.12202,-379.658,0.048189,0.3
686000,0,9.38586,-378.236,0.0312943,0.307
687000,0,9.18668,-378.765,0.115473,0.306
688000,0,9.14646,-377.895,0.265788,0.3005
689000,0,8.9851,-377.592,0.00710455,0.304
690000,0,7.3986,-381.728,1.09739,0.266
691000,0,9.23083,-377.96,0.0964057,0.307
692000,1,17.941,-378.803,0.126724,0.2828
693000,0,8.79018,-379.828,0.605878,0.321
694000,0,8.42738,-379.075,0.559618,0.2915
695000,0,7.98812,-387.651,1.19895,0.305667
696000,0,8.6104,-379.401,0.534828,0.304
697000,0,8.80967,-380.021,0.209048,0.288
698000,0,7.83673,-377.83,1.4926,0.284
699000,0,6.84963,-377.725,2.32222,0.270333
700000,0,8.5109,-379.106,0.522494,0.257
701000,0,7.9428,-378.889,1.39575,0.362333
702000,0,8.68227,-379.96,0.392277,0.223
703000,0,9.19996,-380.425,0.066888,0.255
704000,0,9.17423,-378.39,0.0837943,0.312364
705000,0,8.72528,-378.381,0.47708,0.3075
706000,0,9.04871,-378.952,0.104015,0.336
707000,0,8.7316,-378.768,0.573114,0.33
708000,0,9.11645,-377.588,0.054585,0.297875
709000,0,9.19427,-377.449,0.0322197,0.278
710000,0,9.32046,-379.032,0.046351,0.289875
711000,0,8.60705,-378.918,0.700522,0.3098
712000,2,23.608,-377.207,2.02646,0.3254
713000,0,9.40245,-377.88,0.0531428,0.26625
714000,1,16.5834,-375.089,0.0231859,0.407
715000,0,8.4235,-378.796,1.16313,0.44
716000,1,17.1294,-377.634,1.49919,0.3382
717000,0,7.9358,-378.901,1.44523,0.285
718000,1,16.4311,-380.194,0.503784,0.337
719000,1,18.0095,-378.657,0.525102,0.458
720000,1,16.6901,-375.24,1.08798,0.2866
721000,0,8.6975,-377.764,0.822801,0.324273
722000,0,8.97863,-378.549,0.333515,0.352
723000,1,17.8362,-379.898,0.13029,0.324
724000,0,8.13523,-378.224,0.419691,0.3402
725000,0,9.54992,-377.731,0.0310653,0.301
726000,0,9.06897,-377.986,0.517464,0.35
727000,0,9.36745,-378.127,0.0858734,0.297
728000,0,9.42933,-378.18,0.0395826,0.336571
729000,0,9.3787,-378.136,0.132781,0.356
730000,0,7.84536,-378.393,1.62017,0.306
731000,0,9.50397,-377.721,0.000880422,0.325
732000,0,9.296,-378.265,0.328393,0.2952
733000,0,9.20594,-378.064,0.227676,0.293
734000,1,17.828,-380.835,0.419174,0.274
735000,0,7.91346,-378.86,0.595166,0.305417
736000,0,8.34242,-378.447,0.396334,0.3114
737000,0,8.20245,-379.367,0.243426,0.309
738000,0,7.08555,-378.461,2.33602,0.35275
739000,0,8.15011,-378.903,0.218532,0.35425
740000,0,7.96617,-377.971,1.3551,0.327
741000,0,8.75227,-380.205,0.834347,0.285667
742000,0,7.7583,-377.961,1.14008,0.314
743000,0,7.82654,-379.848,0.931799,0.274
744000,0,6.43824,-378.196,0.560935,0.38
745000,0,8.53194,-378.172,0.0858126,0.3134
746000,0,8.04748,-379.067,0.0290785,0.3745
747000,0,9.12426,-377.672,0.398933,0.31
748000,0,8.94935,-378.781,0.443838,0.353667
749000,0,9.12937,-378.003,0.26288,0.333
750000,1,16.9819,-374.212,0.818207,0.431
751000,2,26.0608,-375.215,0.787556,0.483
752000,1,16.9718,-375.974,0.831783,0.476
753000,0,8.45162,-378.193,0.267691,0.298
754000,0,8.62909,-378.244,0.154218,0.237
755000,0,7.73195,-378.262,1.00906,0.197
756000,0,8.75212,-378.975,0.200108,0.271
757000,0,7.55817,-379.461,0.486829,0.26
758000,0,9.01123,-377.858,0.0246093,0.283273
759000,0,8.06063,-378.072,0.341665,0.289364
760000,0,7.98047,-377.584,1.01675,0.2565
761000,0,7.13041,-378.634,1.21545,0.316512
762000,0,8.96338,-377.715,0.082531,0.3075
763000,2,23.8049,-379.891,1.88568,0.30075
764000,1,16.001,-376.243,1.23327,0.32
765000,0,8.6153,-379.147,0.507715,0.386
766000,0,8.03533,-379.066,0.111207,0.186
767000,0,8.00923,-378.657,0.0280839,0.195
768000,0,8.62957,-377.841,0.399103,0.233
769000,0,9.00643,-377.566,0.0352591,0.248
770000,0,7.90911,-378.079,1.6153,0.307
771000,0,9.18221,-378.499,0.217322,0.2826
772000,0,9.08269,-377.65,0.279406,0.316
773000,0,7.70499,-377.914,1.48262,0.233
774000,0,8.71877,-378.979,0.499348,0.281
775000,0,9.30849,-378.153,0.0599047,0.318
776000,0,8.532,-378.425,0.810535,0.226
777000,1,14.7643,-375.337,1.51588,0.349
778000,1,14.7999,-374.156,0.56745,0.47
779000,0,8.98387,-377.783,0.392866,0.273
780000,0,8.53253,-377.748,0.0909592,0.254522
781000,0,8.44747,-378.321,0.836617,0.2465
782000,0,7.97809,-378.529,0.601262,0.263
783000,0,8.50441,-378.618,0.760959,0.267762
784000,0,9.24553,-377.913,0.0606862,0.275333
785000,0,9.01862,-377.784,0.344617,0.3365
786000,0,8.51621,-379.405,0.623833,0.34
787000,0,8.65025,-378.417,0.189104,0.325
788000,1,12.0513,-375.13,3.03282,0.334333
789000,0,8.76388,-377.525,0.42737,0.269105
790000,0,7.73405,-378.721,0.419639,0.217
791000,0,7.17168,-378.524,0.986522,0.22
792000,0,8.80001,-377.752,0.266726,0.2596
793000,2,23.6715,-374.987,2.3412,0.412
794000,1,15.66,-378.003,1.05853,0.3118
795000,0,8.78663,-378.128,0.433705,0.3165
796000,0,8.61239,-378.059,0.91431,0.268
797000,0,9.26158,-379.417,0.213278,0.331
798000,1,15.3596,-377.299,1.30946,0.279
799000,0,9.35867,-380.428,0.012864,0.325
800000,0,8.48724,-377.705,0.160906,0.274333
801000,1,16.2738,-376.231,0.56304,0.343
802000,0,8.58649,-377.89,0.0913692,0.324286
803000,0,8.13192,-378.088,0.746802,0.256
804000,0,8.44724,-377.543,0.431195,0.214667
805000,0,8.5034,-377.672,0.130342,0.271889
806000,0,8.98642,-377.651,0.00849119,0.226
807000,0,6.9003,-378.374,1.50813,0.2195
808000,0,8.32688,-377.49,0.579786,0.237
809000,0,8.68874,-377.632,0.12231,0.238
810000,0,8.18895,-378.106,0.699573,0.231429
811000,0,8.79913,-378.778,0.334088,0.345
812000,0,8.66028,-378.358,0.712468,0.247
813000,0,8.88613,-378.156,0.540912,0.2995
814000,0,9.0704,-379.208,0.0633222,0.2268
815000,0,8.57922,-379.689,1.01135,0.305
816000,0,7.82813,-377.634,0.912938,0.227
817000,0,9.10132,-378.353,0.255434,0.282333
818000,0,8.45578,-380.082,0.916287,0.2994
819000,0,8.56132,-377.581,0.430057,0.265
820000,0,8.69648,-378.286,0.136383,0.287
821000,0,8.57602,-378.499,0.288626,0.233
822000,0,9.00401,-380.629,0.0354286,0.2606
823000,0,8.64552,-377.984,0.585546,0.286
824000,0,9.28266,-377.62,0.0916527,0.198
825000,0,8.08698,-378.644,1.33406,0.246
826000,0,9.00302,-378.274,0.329993,0.24525
827000,0,9.09144,-380.083,0.214842,0.2845
828000,0,8.73171,-378.561,0.692763,0.252
829000,3,34.2641,-376.28,1.7482,0.434
830000,0,8.39945,-377.887,0.790891,0.289
831000,0,9.06479,-377.471,0.113867,0.328
832000,0,8.65775,-377.654,0.811086,0.401667
833000,0,9.06045,-379.953,0.417179,0.344
834000,0,8.18324,-377.514,1.29888,0.234
835000,1,16.5348,-378.625,2.13112,0.379
836000,1,17.3391,-374.378,0.300908,0.301
837000,0,9.40032,-378.04,0.108953,0.276
838000,0,9.06061,-378.044,0.456782,0.266429
839000,0,8.63523,-378.185,0.895939,0.2805
840000,0,9.28927,-378.272,0.148403,0.2795
841000,0,8.55663,-378.217,0.230369,0.26545
842000,0,7.31235,-378.371,1.07615,0.211
843000,0,8.54646,-378.396,0.494973,0.28125
844000,1,14.2843,-374.925,0.27828,0.289
845000,0,8.01613,-378.183,1.05485,0.267
846000,0,9.54261,-379.05,0.0928678,0.259821
847000,0,6.77344,-377.947,1.65932,0.300714
848000,0,8.78691,-378.097,0.543307,0.271
849000,1,15.9697,-375.233,0.581839,0.336
850000,1,15.1208,-374.497,1.18252,0.497
851000,0,6.78265,-383.135,1.10262,0.259
852000,0,7.36615,-378.728,0.956833,0.189
853000,0,7.56391,-378.103,0.723717,0.308
854000,1,14.1629,-376.32,1.82622,0.317
855000,0,7.81931,-378.784,0.381273,0.251
856000,0,8.10793,-381.117,0.308466,0.278545
857000,0,8.33616,-377.745,0.264653,0.219
858000,0,7.7966,-380.913,0.0359058,0.287833
859000,0,7.69493,-378.499,0.356498,0.232
860000,0,8.27551,-380.112,0.179786,0.239
861000,0,7.80478,-378.435,0.258562,0.395
862000,0,6.82016,-378.628,1.36825,0.239
863000,0,8.80398,-378.501,0.511115,0.317143
864000,0,8.64713,-380.298,0.974407,0.3
865000,1,15.6575,-379.085,1.42824,0.434
866000,1,16.3411,-378.954,1.23213,0.27325
867000,0,8.86112,-379.744,0.450034,0.3725
868000,0,9.23315,-379.18,0.086336,0.259
869000,0,8.45449,-377.589,1.07875,0.283
870000,0,9.40705,-377.672,0.123619,0.341231
871000,0,8.28235,-378.067,0.745398,0.282769
872000,0,8.09194,-377.397,1.16065,0.249333
873000,0,8.87159,-379.878,0.344369,0.253
874000,1,16.1006,-374.131,0.750538,0.436
875000,0,8.77344,-377.766,0.601943,0.4
876000,0,8.40303,-379.018,0.852549,0.297
877000,0,8.80429,-378.205,0.425542,0.289333
878000,1,15.5969,-381.973,0.45341,0.2555
879000,0,9.03428,-379.646,0.176057,0.314308
880000,0,9.21688,-378.517,0.25767,0.289
881000,0,9.36821,-379.054,0.00391069,0.39
882000,0,8.61554,-378.025,0.379233,0.298667
883000,0,8.35269,-378.264,0.726162,0.296
884000,0,6.50196,-379.749,0.00557246,0.376
885000,0,8.83919,-381.854,0.34017,0.321714
886000,0,8.42092,-378.697,0.270249,0.285
887000,0,4.22345,-380.811,0.402473,0.35
888000,0,7.17701,-378.781,0.119866,0.33
889000,0,9.13367,-378.34,0.352615,0.352333
890000,0,9.31276,-377.764,0.121863,0.265
891000,0,8.73966,-379.555,0.186051,0.296333
892000,0,8.43486,-378.007,0.980316,0.3072
893000,0,9.58139,-377.724,0.0132271,0.307444
894000,0,9.32896,-377.78,0.231511,0.349
895000,0,9.49662,-377.857,0.09548,0.418
896000,0,8.19531,-377.912,0.752345,0.349
897000,0,8.03258,-378.361,0.593093,0.325
898000,0,7.35329,-378.877,0.0176355,0.286
899000,1,16.1711,-376.137,1.49354,0.318444
900000,0,9.44473,-378.039,0.0975286,0.442
901000,1,16.4528,-374.49,0.81256,0.488
902000,0,6.73035,-378.332,2.79171,0.381
903000,0,9.16852,-377.815,0.439082,0.281
904000,0,9.15616,-380.401,0.476842,0.277
905000,1,13.4665,-377.413,0.695166,0.304
906000,0,8.60127,-378.009,0.0715404,0.310818
907000,1,14.7522,-379.642,1.06858,0.335813
908000,0,8.4953,-378.765,0.240213,0.351
909000,0,8.09026,-378.081,1.02558,0.265333
910000,0,8.56076,-378.239,0.257274,0.31
911000,0,9.30525,-378.145,0.0818624,0.3535
912000,0,9.28108,-377.601,0.21411,0.2355
913000,0,8.22506,-379.103,1.15711,0.3342
914000,1,16.1888,-378.149,0.407938,0.316333
915000,0,9.38213,-377.938,0.0617912,0.289
916000,0,9.19148,-378.427,0.191004,0.271571
917000,0,9.24087,-378.957,0.082013,0.465
918000,0,8.23721,-378.004,0.320562,0.341
919000,0,7.94084,-378.255,0.320971,0.37325
920000,0,8.47536,-377.816,0.225998,0.228667
921000,0,8.13932,-379.498,0.156216,0.226
922000,0,5.42797,-379.28,2.65673,0.247
923000,2,20.8179,-377.89,1.69497,0.407
924000,0,6.33332,-379.867,1.2576,0.281667
925000,0,7.41433,-379.251,0.577218,0.243
926000,1,16.0412,-376.395,0.351825,0.316
927000,0,7.76288,-379.03,0.0998559,0.339
928000,0,7.56884,-379.656,0.166301,0.209
929000,1,14.3151,-381.207,1.93172,0.313
930000,0,9.34069,-377.858,0.177371,0.310909
931000,1,17.8664,-378.915,0.738724,0.338
932000,0,9.12296,-377.852,0.311173,0.34
933000,0,7.6265,-378.606,0.51314,0.2572
934000,0,7.54122,-379.194,0.731288,0.19
935000,0,8.69421,-378.582,0.130249,0.236667
936000,0,9.28371,-379.174,0.169556,0.2825
937000,0,8.72566,-378.996,0.601947,0.281
938000,0,8.44003,-380.854,0.810405,0.322
939000,0,8.73515,-377.428,0.306768,0.286815
940000,0,8.95773,-379.585,0.244369,0.25
941000,0,8.54053,-378.649,0.786144,0.311333
942000,0,8.7617,-378.347,0.556051,0.273
943000,0,9.17008,-378.577,0.105379,0.279778
944000,0,9.10772,-378.745,0.263228,0.296
945000,1,13.9499,-375.9,0.811558,0.27
946000,0,8.95869,-377.685,0.391587,0.306
947000,0,8.8625,-377.627,0.544439,0.277
948000,0,7.99637,-378.288,0.616847,0.303
949000,0,9.1806,-377.995,0.197384,0.304714
950000,1,17.033,-377.644,0.907382,0.298333
951000,0,9.09139,-377.513,0.385437,0.327857
952000,1,16.7335,-376.957,0.152623,0.472
953000,0,7.49918,-378.673,0.494756,0.3356
954000,0,9.20121,-379.046,0.0455266,0.34325
955000,0,9.32965,-378.615,0.0323735,0.268333
956000,0,9.22374,-378.698,0.322102,0.246
957000,0,9.03834,-377.893,0.469024,0.310625
958000,0,8.51919,-379.664,0.630139,0.404
959000,0,8.72138,-378.334,0.237476,0.3248
960000,0,8.98323,-377.429,0.16779,0.368
961000,0,6.7941,-378.716,2.33522,0.274375
962000,0,8.74763,-377.847,0.768848,0.338
963000,0,8.38536,-378.463,0.672368,0.310333
964000,1,18.2621,-374.762,0.474596,0.350833
965000,0,8.86042,-377.457,0.482775,0.264
966000,0,7.61943,-377.99,1.93236,0.3215
967000,0,9.29933,-378.306,0.0519239,0.299
968000,0,9.01944,-377.921,0.224461,0.316083
969000,0,9.47542,-378.354,0.0321109,0.309714
970000,0,8.12957,-380.214,0.757456,0.337
971000,2,25.3787,-380.584,1.78857,0.335
972000,0,8.43792,-378.608,0.992533,0.299
973000,0,8.93377,-377.934,0.448479,0.288
974000,0,9.06741,-379.014,0.0391051,0.3165
975000,0,8.89505,-378.646,0.214552,0.311
976000,0,7.98048,-377.952,1.08963,0.333667
977000,0,9.45828,-377.722,0.139237,0.318222
978000,0,7.78459,-380.073,0.670608,0.299
979000,0,7.40308,-378.072,0.555505,0.337
980000,0,5.32766,-378.764,0.389507,0.394
981000,0,9.18211,-379.742,0.0423951,0.301
982000,0,8.85213,-378.46,0.274,0.334
983000,0,8.97866,-377.961,0.585892,0.32575
984000,0,9.31439,-379.227,0.162236,0.324
985000,0,9.48405,-377.779,0.0728453,0.302
986000,1,15.8586,-380.132,1.69766,0.309
987000,0,9.18515,-378.865,0.1924,0.309
988000,1,14.7151,-381.9,1.63291,0.326417
989000,0,7.09449,-378.234,1.91935,0.290375
990000,0,8.6221,-378.112,0.410157,0.243
991000,0,8.68244,-379.089,0.765922,0.26125
992000,0,9.48636,-377.812,0.017398,0.292
993000,0,9.31918,-378.585,0.0931812,0.2967
994000,0,8.28401,-377.779,1.16189,0.2465
995000,0,8.49122,-377.752,0.976118,0.3105
996000,1,16.1491,-374.156,0.246016,0.328
997000,0,9.09851,-379.34,0.413485,0.32
998000,1,18.1161,-375.842,0.611673,0.333
999000,1,16.3532,-375.453,0.206277,0.518
